id;name;geoid;geoname;value;datetime
1193;Consumption demand;;;33964.956;2019-07-03T13:00:00+02:00
1193;Consumption demand;;;33444.009;2019-07-03T14:00:00+02:00
1193;Consumption demand;;;32920.851;2019-07-03T15:00:00+02:00
1193;Consumption demand;;;32856.598;2019-07-03T16:00:00+02:00
1193;Consumption demand;;;32747.295;2019-07-03T17:00:00+02:00
1193;Consumption demand;;;32058.897;2019-07-03T18:00:00+02:00
1193;Consumption demand;;;31606.494;2019-07-03T19:00:00+02:00
1193;Consumption demand;;;30927.48;2019-07-03T20:00:00+02:00
1193;Consumption demand;;;30568.958;2019-07-03T21:00:00+02:00
1193;Consumption demand;;;29772.059;2019-07-03T22:00:00+02:00
1193;Consumption demand;;;27585.633;2019-07-03T23:00:00+02:00
1193;Consumption demand;;;26366.739;2019-07-04T00:00:00+02:00
1193;Consumption demand;;;24753.099;2019-07-04T01:00:00+02:00
1193;Consumption demand;;;23764.413;2019-07-04T02:00:00+02:00
1193;Consumption demand;;;23166.901;2019-07-04T03:00:00+02:00
1193;Consumption demand;;;23040.553;2019-07-04T04:00:00+02:00
1193;Consumption demand;;;23270.029;2019-07-04T05:00:00+02:00
1193;Consumption demand;;;24794.181;2019-07-04T06:00:00+02:00
1193;Consumption demand;;;26826.744;2019-07-04T07:00:00+02:00
1193;Consumption demand;;;28950.767;2019-07-04T08:00:00+02:00
1193;Consumption demand;;;30947.816;2019-07-04T09:00:00+02:00
1193;Consumption demand;;;31952.533;2019-07-04T10:00:00+02:00
1193;Consumption demand;;;32549.568;2019-07-04T11:00:00+02:00
1193;Consumption demand;;;33353.46;2019-07-04T12:00:00+02:00
1193;Consumption demand;;;33821.723;2019-07-04T13:00:00+02:00
1193;Consumption demand;;;33201.285;2019-07-04T14:00:00+02:00
1193;Consumption demand;;;32737.269;2019-07-04T15:00:00+02:00
1193;Consumption demand;;;32701.835;2019-07-04T16:00:00+02:00
1193;Consumption demand;;;32688.876;2019-07-04T17:00:00+02:00
1193;Consumption demand;;;32159.16;2019-07-04T18:00:00+02:00
1193;Consumption demand;;;31662.425;2019-07-04T19:00:00+02:00
1193;Consumption demand;;;30965.339;2019-07-04T20:00:00+02:00
1193;Consumption demand;;;30501.509;2019-07-04T21:00:00+02:00
1193;Consumption demand;;;29726.125;2019-07-04T22:00:00+02:00
1193;Consumption demand;;;27689.329;2019-07-04T23:00:00+02:00
1193;Consumption demand;;;26661.02;2019-07-05T00:00:00+02:00
1193;Consumption demand;;;25125.193;2019-07-05T01:00:00+02:00
1193;Consumption demand;;;23906.966;2019-07-05T02:00:00+02:00
1193;Consumption demand;;;23438.036;2019-07-05T03:00:00+02:00
1193;Consumption demand;;;23184.566;2019-07-05T04:00:00+02:00
1193;Consumption demand;;;23493.906;2019-07-05T05:00:00+02:00
1193;Consumption demand;;;25042.231;2019-07-05T06:00:00+02:00
1193;Consumption demand;;;27061.724;2019-07-05T07:00:00+02:00
1193;Consumption demand;;;29225.431;2019-07-05T08:00:00+02:00
1193;Consumption demand;;;31235.085;2019-07-05T09:00:00+02:00
1193;Consumption demand;;;32477.687;2019-07-05T10:00:00+02:00
1193;Consumption demand;;;32994.847;2019-07-05T11:00:00+02:00
1193;Consumption demand;;;33755.475;2019-07-05T12:00:00+02:00
1193;Consumption demand;;;34117.845;2019-07-05T13:00:00+02:00
1193;Consumption demand;;;33415.394;2019-07-05T14:00:00+02:00
1193;Consumption demand;;;32691.355;2019-07-05T15:00:00+02:00
1193;Consumption demand;;;32542.104;2019-07-05T16:00:00+02:00
1193;Consumption demand;;;32470.537;2019-07-05T17:00:00+02:00
1193;Consumption demand;;;31843.907;2019-07-05T18:00:00+02:00
1193;Consumption demand;;;31304.43;2019-07-05T19:00:00+02:00
1193;Consumption demand;;;30518.494;2019-07-05T20:00:00+02:00
1193;Consumption demand;;;29695.222;2019-07-05T21:00:00+02:00
1193;Consumption demand;;;28850.961;2019-07-05T22:00:00+02:00
1193;Consumption demand;;;27099.726;2019-07-05T23:00:00+02:00
1193;Consumption demand;;;26199.468;2019-07-06T00:00:00+02:00
1193;Consumption demand;;;24835.787;2019-07-06T01:00:00+02:00
1193;Consumption demand;;;23687.622;2019-07-06T02:00:00+02:00
1193;Consumption demand;;;22939.141;2019-07-06T03:00:00+02:00
1193;Consumption demand;;;22428.751;2019-07-06T04:00:00+02:00
1193;Consumption demand;;;22173.368;2019-07-06T05:00:00+02:00
1193;Consumption demand;;;22178.351;2019-07-06T06:00:00+02:00
1193;Consumption demand;;;22552.806;2019-07-06T07:00:00+02:00
1193;Consumption demand;;;24127.464;2019-07-06T08:00:00+02:00
1193;Consumption demand;;;26235.651;2019-07-06T09:00:00+02:00
1193;Consumption demand;;;27960.425;2019-07-06T10:00:00+02:00
1193;Consumption demand;;;28913.033;2019-07-06T11:00:00+02:00
1193;Consumption demand;;;29488.767;2019-07-06T12:00:00+02:00
1193;Consumption demand;;;29912.993;2019-07-06T13:00:00+02:00
1193;Consumption demand;;;29450.073;2019-07-06T14:00:00+02:00
1193;Consumption demand;;;28727.654;2019-07-06T15:00:00+02:00
1193;Consumption demand;;;28218.545;2019-07-06T16:00:00+02:00
1193;Consumption demand;;;27980.511;2019-07-06T17:00:00+02:00
1193;Consumption demand;;;27663.537;2019-07-06T18:00:00+02:00
1193;Consumption demand;;;27484.281;2019-07-06T19:00:00+02:00
1193;Consumption demand;;;27429.957;2019-07-06T20:00:00+02:00
1193;Consumption demand;;;27512.641;2019-07-06T21:00:00+02:00
1193;Consumption demand;;;26981.141;2019-07-06T22:00:00+02:00
1193;Consumption demand;;;25446.152;2019-07-06T23:00:00+02:00
1193;Consumption demand;;;24112.525;2019-07-07T00:00:00+02:00
1193;Consumption demand;;;22731.822;2019-07-07T01:00:00+02:00
1193;Consumption demand;;;21556.119;2019-07-07T02:00:00+02:00
1193;Consumption demand;;;20845.057;2019-07-07T03:00:00+02:00
1193;Consumption demand;;;20502.136;2019-07-07T04:00:00+02:00
1193;Consumption demand;;;20285.754;2019-07-07T05:00:00+02:00
1193;Consumption demand;;;20212.58;2019-07-07T06:00:00+02:00
1193;Consumption demand;;;20021.665;2019-07-07T07:00:00+02:00
1193;Consumption demand;;;21158.451;2019-07-07T08:00:00+02:00
1193;Consumption demand;;;22927.272;2019-07-07T09:00:00+02:00
1193;Consumption demand;;;24414.598;2019-07-07T10:00:00+02:00
1193;Consumption demand;;;25514.254;2019-07-07T11:00:00+02:00
1193;Consumption demand;;;26228.558;2019-07-07T12:00:00+02:00
1193;Consumption demand;;;26875.291;2019-07-07T13:00:00+02:00
1193;Consumption demand;;;27192.334;2019-07-07T14:00:00+02:00
1193;Consumption demand;;;26609.075;2019-07-07T15:00:00+02:00
1193;Consumption demand;;;26072.1;2019-07-07T16:00:00+02:00
1193;Consumption demand;;;25886.008;2019-07-07T17:00:00+02:00
1193;Consumption demand;;;25736.56;2019-07-07T18:00:00+02:00
1193;Consumption demand;;;25772.224;2019-07-07T19:00:00+02:00
1193;Consumption demand;;;26077.826;2019-07-07T20:00:00+02:00
1193;Consumption demand;;;26805.333;2019-07-07T21:00:00+02:00
1193;Consumption demand;;;27465.127;2019-07-07T22:00:00+02:00
1193;Consumption demand;;;25986.921;2019-07-07T23:00:00+02:00
1193;Consumption demand;;;24288.929;2019-07-08T00:00:00+02:00
1193;Consumption demand;;;22880.428;2019-07-08T01:00:00+02:00
1193;Consumption demand;;;21970.797;2019-07-08T02:00:00+02:00
1193;Consumption demand;;;21365.795;2019-07-08T03:00:00+02:00
1193;Consumption demand;;;21264.326;2019-07-08T04:00:00+02:00
1193;Consumption demand;;;21805.08;2019-07-08T05:00:00+02:00
1193;Consumption demand;;;23947.565;2019-07-08T06:00:00+02:00
1193;Consumption demand;;;26285.346;2019-07-08T07:00:00+02:00
1193;Consumption demand;;;28764.745;2019-07-08T08:00:00+02:00
1193;Consumption demand;;;30746.703;2019-07-08T09:00:00+02:00
1193;Consumption demand;;;31728.195;2019-07-08T10:00:00+02:00
1193;Consumption demand;;;32278.616;2019-07-08T11:00:00+02:00
1193;Consumption demand;;;32929.504;2019-07-08T12:00:00+02:00
1193;Consumption demand;;;33260.139;2019-07-08T13:00:00+02:00
1193;Consumption demand;;;32364.457;2019-07-08T14:00:00+02:00
1193;Consumption demand;;;31577.843;2019-07-08T15:00:00+02:00
1193;Consumption demand;;;31372.197;2019-07-08T16:00:00+02:00
1193;Consumption demand;;;31200.339;2019-07-08T17:00:00+02:00
1193;Consumption demand;;;30556.554;2019-07-08T18:00:00+02:00
1193;Consumption demand;;;30139.5;2019-07-08T19:00:00+02:00
1193;Consumption demand;;;29691.975;2019-07-08T20:00:00+02:00
1193;Consumption demand;;;29423.758;2019-07-08T21:00:00+02:00
1193;Consumption demand;;;28464.13;2019-07-08T22:00:00+02:00
1193;Consumption demand;;;26258.223;2019-07-08T23:00:00+02:00
1193;Consumption demand;;;25157.455;2019-07-09T00:00:00+02:00
1193;Consumption demand;;;23740.788;2019-07-09T01:00:00+02:00
1193;Consumption demand;;;22912.377;2019-07-09T02:00:00+02:00
1193;Consumption demand;;;22419.956;2019-07-09T03:00:00+02:00
1193;Consumption demand;;;22344.385;2019-07-09T04:00:00+02:00
1193;Consumption demand;;;22687.897;2019-07-09T05:00:00+02:00
1193;Consumption demand;;;24265.443;2019-07-09T06:00:00+02:00
1193;Consumption demand;;;26304.272;2019-07-09T07:00:00+02:00
1193;Consumption demand;;;28163.651;2019-07-09T08:00:00+02:00
1193;Consumption demand;;;30112.299;2019-07-09T09:00:00+02:00
1193;Consumption demand;;;31172.419;2019-07-09T10:00:00+02:00
1193;Consumption demand;;;31693.266;2019-07-09T11:00:00+02:00
1193;Consumption demand;;;32349.044;2019-07-09T12:00:00+02:00
1193;Consumption demand;;;32587.817;2019-07-09T13:00:00+02:00
1193;Consumption demand;;;31808.549;2019-07-09T14:00:00+02:00
1193;Consumption demand;;;31072.171;2019-07-09T15:00:00+02:00
1193;Consumption demand;;;31002.038;2019-07-09T16:00:00+02:00
1193;Consumption demand;;;30876.78;2019-07-09T17:00:00+02:00
1193;Consumption demand;;;30421.211;2019-07-09T18:00:00+02:00
1193;Consumption demand;;;29962.654;2019-07-09T19:00:00+02:00
1193;Consumption demand;;;29527.703;2019-07-09T20:00:00+02:00
1193;Consumption demand;;;29270.936;2019-07-09T21:00:00+02:00
1193;Consumption demand;;;28636.059;2019-07-09T22:00:00+02:00
1193;Consumption demand;;;26567.524;2019-07-09T23:00:00+02:00
1193;Consumption demand;;;25478.114;2019-07-10T00:00:00+02:00
1193;Consumption demand;;;24147.683;2019-07-10T01:00:00+02:00
1193;Consumption demand;;;23148.747;2019-07-10T02:00:00+02:00
1193;Consumption demand;;;22672.675;2019-07-10T03:00:00+02:00
1193;Consumption demand;;;22482.875;2019-07-10T04:00:00+02:00
1193;Consumption demand;;;22762.442;2019-07-10T05:00:00+02:00
1193;Consumption demand;;;24427.47;2019-07-10T06:00:00+02:00
1193;Consumption demand;;;26399.411;2019-07-10T07:00:00+02:00
1193;Consumption demand;;;28339.947;2019-07-10T08:00:00+02:00
1193;Consumption demand;;;30114.721;2019-07-10T09:00:00+02:00
1193;Consumption demand;;;31132.167;2019-07-10T10:00:00+02:00
1193;Consumption demand;;;31788.451;2019-07-10T11:00:00+02:00
1193;Consumption demand;;;32564.437;2019-07-10T12:00:00+02:00
1193;Consumption demand;;;32900.777;2019-07-10T13:00:00+02:00
1193;Consumption demand;;;32300.101;2019-07-10T14:00:00+02:00
1193;Consumption demand;;;31806.57;2019-07-10T15:00:00+02:00
1193;Consumption demand;;;31708.239;2019-07-10T16:00:00+02:00
1193;Consumption demand;;;31713.469;2019-07-10T17:00:00+02:00
1193;Consumption demand;;;31273.981;2019-07-10T18:00:00+02:00
1193;Consumption demand;;;30798.686;2019-07-10T19:00:00+02:00
1193;Consumption demand;;;30214.398;2019-07-10T20:00:00+02:00
1193;Consumption demand;;;29926.938;2019-07-10T21:00:00+02:00
1193;Consumption demand;;;29219.031;2019-07-10T22:00:00+02:00
1193;Consumption demand;;;27223.714;2019-07-10T23:00:00+02:00
1193;Consumption demand;;;26168.75;2019-07-11T00:00:00+02:00
1193;Consumption demand;;;24677.575;2019-07-11T01:00:00+02:00
1193;Consumption demand;;;23683.027;2019-07-11T02:00:00+02:00
1193;Consumption demand;;;23188.479;2019-07-11T03:00:00+02:00
1193;Consumption demand;;;22884.721;2019-07-11T04:00:00+02:00
1193;Consumption demand;;;23156.413;2019-07-11T05:00:00+02:00
1193;Consumption demand;;;24699.884;2019-07-11T06:00:00+02:00
1193;Consumption demand;;;26705.952;2019-07-11T07:00:00+02:00
1193;Consumption demand;;;28841.349;2019-07-11T08:00:00+02:00
1193;Consumption demand;;;30862.455;2019-07-11T09:00:00+02:00
1193;Consumption demand;;;32126.477;2019-07-11T10:00:00+02:00
1193;Consumption demand;;;32927.019;2019-07-11T11:00:00+02:00
1193;Consumption demand;;;33825.119;2019-07-11T12:00:00+02:00
1193;Consumption demand;;;34316.303;2019-07-11T13:00:00+02:00
1193;Consumption demand;;;33785.436;2019-07-11T14:00:00+02:00
1193;Consumption demand;;;33332.654;2019-07-11T15:00:00+02:00
1193;Consumption demand;;;33323.762;2019-07-11T16:00:00+02:00
1193;Consumption demand;;;33357.617;2019-07-11T17:00:00+02:00
1193;Consumption demand;;;32740.863;2019-07-11T18:00:00+02:00
1193;Consumption demand;;;32291.339;2019-07-11T19:00:00+02:00
1193;Consumption demand;;;31504.601;2019-07-11T20:00:00+02:00
1193;Consumption demand;;;30961.99;2019-07-11T21:00:00+02:00
1193;Consumption demand;;;30296.9;2019-07-11T22:00:00+02:00
1193;Consumption demand;;;28271.739;2019-07-11T23:00:00+02:00
1193;Consumption demand;;;27214.703;2019-07-12T00:00:00+02:00
1193;Consumption demand;;;25592.718;2019-07-12T01:00:00+02:00
1193;Consumption demand;;;24263.883;2019-07-12T02:00:00+02:00
1193;Consumption demand;;;23729.111;2019-07-12T03:00:00+02:00
1193;Consumption demand;;;23493.687;2019-07-12T04:00:00+02:00
1193;Consumption demand;;;23638.581;2019-07-12T05:00:00+02:00
1193;Consumption demand;;;25273.378;2019-07-12T06:00:00+02:00
1193;Consumption demand;;;27275.857;2019-07-12T07:00:00+02:00
1193;Consumption demand;;;29419.226;2019-07-12T08:00:00+02:00
1193;Consumption demand;;;31554.937;2019-07-12T09:00:00+02:00
1193;Consumption demand;;;32869.613;2019-07-12T10:00:00+02:00
1193;Consumption demand;;;33439.459;2019-07-12T11:00:00+02:00
1193;Consumption demand;;;34417.668;2019-07-12T12:00:00+02:00
1193;Consumption demand;;;34962.642;2019-07-12T13:00:00+02:00
1193;Consumption demand;;;34256.196;2019-07-12T14:00:00+02:00
1193;Consumption demand;;;33631.13;2019-07-12T15:00:00+02:00
1193;Consumption demand;;;33471.443;2019-07-12T16:00:00+02:00
1193;Consumption demand;;;33117.291;2019-07-12T17:00:00+02:00
1193;Consumption demand;;;32035.388;2019-07-12T18:00:00+02:00
1193;Consumption demand;;;31636.166;2019-07-12T19:00:00+02:00
1193;Consumption demand;;;30951.744;2019-07-12T20:00:00+02:00
1193;Consumption demand;;;30220.193;2019-07-12T21:00:00+02:00
1193;Consumption demand;;;29246.591;2019-07-12T22:00:00+02:00
1193;Consumption demand;;;27341.112;2019-07-12T23:00:00+02:00
1193;Consumption demand;;;26456.471;2019-07-13T00:00:00+02:00
1193;Consumption demand;;;24962.281;2019-07-13T01:00:00+02:00
1193;Consumption demand;;;23831.507;2019-07-13T02:00:00+02:00
1193;Consumption demand;;;23013.316;2019-07-13T03:00:00+02:00
1193;Consumption demand;;;22568.263;2019-07-13T04:00:00+02:00
1193;Consumption demand;;;22240.195;2019-07-13T05:00:00+02:00
1193;Consumption demand;;;22340.028;2019-07-13T06:00:00+02:00
1193;Consumption demand;;;22552.712;2019-07-13T07:00:00+02:00
1193;Consumption demand;;;24232.401;2019-07-13T08:00:00+02:00
1193;Consumption demand;;;26366.677;2019-07-13T09:00:00+02:00
1193;Consumption demand;;;28068.562;2019-07-13T10:00:00+02:00
1193;Consumption demand;;;28960.527;2019-07-13T11:00:00+02:00
1193;Consumption demand;;;29435.208;2019-07-13T12:00:00+02:00
1193;Consumption demand;;;29636.246;2019-07-13T13:00:00+02:00
1193;Consumption demand;;;29379.928;2019-07-13T14:00:00+02:00
1193;Consumption demand;;;28684.569;2019-07-13T15:00:00+02:00
1193;Consumption demand;;;28156.507;2019-07-13T16:00:00+02:00
1193;Consumption demand;;;27873.891;2019-07-13T17:00:00+02:00
1193;Consumption demand;;;27620.387;2019-07-13T18:00:00+02:00
1193;Consumption demand;;;27383.467;2019-07-13T19:00:00+02:00
1193;Consumption demand;;;27158.412;2019-07-13T20:00:00+02:00
1193;Consumption demand;;;27011.342;2019-07-13T21:00:00+02:00
1193;Consumption demand;;;26650.215;2019-07-13T22:00:00+02:00
1193;Consumption demand;;;25109.839;2019-07-13T23:00:00+02:00
1193;Consumption demand;;;23691.033;2019-07-14T00:00:00+02:00
1193;Consumption demand;;;22259.985;2019-07-14T01:00:00+02:00
1193;Consumption demand;;;21283.555;2019-07-14T02:00:00+02:00
1193;Consumption demand;;;20616.317;2019-07-14T03:00:00+02:00
1193;Consumption demand;;;20249.208;2019-07-14T04:00:00+02:00
1193;Consumption demand;;;20022.188;2019-07-14T05:00:00+02:00
1193;Consumption demand;;;19940.258;2019-07-14T06:00:00+02:00
1193;Consumption demand;;;19674.392;2019-07-14T07:00:00+02:00
1193;Consumption demand;;;20747.273;2019-07-14T08:00:00+02:00
1193;Consumption demand;;;22392.191;2019-07-14T09:00:00+02:00
1193;Consumption demand;;;23755.749;2019-07-14T10:00:00+02:00
1193;Consumption demand;;;24567.445;2019-07-14T11:00:00+02:00
1193;Consumption demand;;;25140.443;2019-07-14T12:00:00+02:00
1193;Consumption demand;;;25740.565;2019-07-14T13:00:00+02:00
1193;Consumption demand;;;26000.701;2019-07-14T14:00:00+02:00
1193;Consumption demand;;;25314.911;2019-07-14T15:00:00+02:00
1193;Consumption demand;;;24882.568;2019-07-14T16:00:00+02:00
1193;Consumption demand;;;24780.263;2019-07-14T17:00:00+02:00
1193;Consumption demand;;;24796.415;2019-07-14T18:00:00+02:00
1193;Consumption demand;;;24913.64;2019-07-14T19:00:00+02:00
1193;Consumption demand;;;25153.399;2019-07-14T20:00:00+02:00
1193;Consumption demand;;;25929.215;2019-07-14T21:00:00+02:00
1193;Consumption demand;;;26828.636;2019-07-14T22:00:00+02:00
1193;Consumption demand;;;25468.338;2019-07-14T23:00:00+02:00
1193;Consumption demand;;;23879.235;2019-07-15T00:00:00+02:00
1193;Consumption demand;;;22539.952;2019-07-15T01:00:00+02:00
1193;Consumption demand;;;21516.464;2019-07-15T02:00:00+02:00
1193;Consumption demand;;;20991.842;2019-07-15T03:00:00+02:00
1193;Consumption demand;;;20830.936;2019-07-15T04:00:00+02:00
1193;Consumption demand;;;21415.496;2019-07-15T05:00:00+02:00
1193;Consumption demand;;;23565.702;2019-07-15T06:00:00+02:00
1193;Consumption demand;;;25881.563;2019-07-15T07:00:00+02:00
1193;Consumption demand;;;28270.172;2019-07-15T08:00:00+02:00
1193;Consumption demand;;;30341.446;2019-07-15T09:00:00+02:00
1193;Consumption demand;;;31665.137;2019-07-15T10:00:00+02:00
1193;Consumption demand;;;32266.277;2019-07-15T11:00:00+02:00
1193;Consumption demand;;;33190.46;2019-07-15T12:00:00+02:00
1193;Consumption demand;;;33723.265;2019-07-15T13:00:00+02:00
1193;Consumption demand;;;33297.507;2019-07-15T14:00:00+02:00
1193;Consumption demand;;;32810.551;2019-07-15T15:00:00+02:00
1193;Consumption demand;;;32815.992;2019-07-15T16:00:00+02:00
1193;Consumption demand;;;32697.522;2019-07-15T17:00:00+02:00
1193;Consumption demand;;;32031.241;2019-07-15T18:00:00+02:00
1193;Consumption demand;;;31556.202;2019-07-15T19:00:00+02:00
1193;Consumption demand;;;30886.165;2019-07-15T20:00:00+02:00
1193;Consumption demand;;;30395.921;2019-07-15T21:00:00+02:00
1193;Consumption demand;;;29692;2019-07-15T22:00:00+02:00
1193;Consumption demand;;;27553.145;2019-07-15T23:00:00+02:00
1193;Consumption demand;;;26328.23;2019-07-16T00:00:00+02:00
1193;Consumption demand;;;24779.804;2019-07-16T01:00:00+02:00
1193;Consumption demand;;;23607.106;2019-07-16T02:00:00+02:00
1193;Consumption demand;;;23111.793;2019-07-16T03:00:00+02:00
1193;Consumption demand;;;22815.574;2019-07-16T04:00:00+02:00
1193;Consumption demand;;;23097.335;2019-07-16T05:00:00+02:00
1193;Consumption demand;;;24758.728;2019-07-16T06:00:00+02:00
1193;Consumption demand;;;26653.069;2019-07-16T07:00:00+02:00
1193;Consumption demand;;;28778.455;2019-07-16T08:00:00+02:00
1193;Consumption demand;;;30694.523;2019-07-16T09:00:00+02:00
1193;Consumption demand;;;31917.587;2019-07-16T10:00:00+02:00
1193;Consumption demand;;;32535.925;2019-07-16T11:00:00+02:00
1193;Consumption demand;;;33298.117;2019-07-16T12:00:00+02:00
1193;Consumption demand;;;33741.816;2019-07-16T13:00:00+02:00
1193;Consumption demand;;;33272.914;2019-07-16T14:00:00+02:00
1193;Consumption demand;;;32788.764;2019-07-16T15:00:00+02:00
1193;Consumption demand;;;32686.183;2019-07-16T16:00:00+02:00
1193;Consumption demand;;;32600.292;2019-07-16T17:00:00+02:00
1193;Consumption demand;;;31976.941;2019-07-16T18:00:00+02:00
1193;Consumption demand;;;31479.775;2019-07-16T19:00:00+02:00
1193;Consumption demand;;;30786.489;2019-07-16T20:00:00+02:00
1193;Consumption demand;;;30338.922;2019-07-16T21:00:00+02:00
1193;Consumption demand;;;29448.852;2019-07-16T22:00:00+02:00
1193;Consumption demand;;;27525.05;2019-07-16T23:00:00+02:00
1193;Consumption demand;;;26125.604;2019-07-17T00:00:00+02:00
1193;Consumption demand;;;24648.377;2019-07-17T01:00:00+02:00
1193;Consumption demand;;;23570.43;2019-07-17T02:00:00+02:00
1193;Consumption demand;;;23110.511;2019-07-17T03:00:00+02:00
1193;Consumption demand;;;22795.01;2019-07-17T04:00:00+02:00
1193;Consumption demand;;;23082.965;2019-07-17T05:00:00+02:00
1193;Consumption demand;;;24688.864;2019-07-17T06:00:00+02:00
1193;Consumption demand;;;26743.897;2019-07-17T07:00:00+02:00
1193;Consumption demand;;;28880.541;2019-07-17T08:00:00+02:00
1193;Consumption demand;;;30799.1;2019-07-17T09:00:00+02:00
1193;Consumption demand;;;31866.711;2019-07-17T10:00:00+02:00
1193;Consumption demand;;;32510.99;2019-07-17T11:00:00+02:00
1193;Consumption demand;;;33254.521;2019-07-17T12:00:00+02:00
1193;Consumption demand;;;33648.619;2019-07-17T13:00:00+02:00
1193;Consumption demand;;;33073.859;2019-07-17T14:00:00+02:00
1193;Consumption demand;;;32449.425;2019-07-17T15:00:00+02:00
1193;Consumption demand;;;32296.874;2019-07-17T16:00:00+02:00
1193;Consumption demand;;;32239.174;2019-07-17T17:00:00+02:00
1193;Consumption demand;;;31619.679;2019-07-17T18:00:00+02:00
1193;Consumption demand;;;30984.314;2019-07-17T19:00:00+02:00
1193;Consumption demand;;;30293.888;2019-07-17T20:00:00+02:00
1193;Consumption demand;;;29864.703;2019-07-17T21:00:00+02:00
1193;Consumption demand;;;29063.516;2019-07-17T22:00:00+02:00
1193;Consumption demand;;;27016.45;2019-07-17T23:00:00+02:00
1193;Consumption demand;;;25842.915;2019-07-18T00:00:00+02:00
1193;Consumption demand;;;24453.83;2019-07-18T01:00:00+02:00
